id,gender,raceeth,sexornt,age,educ5,pid7,ideo,abortion,climate_weather,deathpenalty,photoid,tax_mil,trans_discr,blm_ft,fauci_ft,feminists_ft,nra_ft,police_ft,scotus_ft,socialists_ft
502131,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,28,HS,,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,2. Favor not strongly,2. Favor moderately,,,,,,,,,
502407,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,47,some college,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,15,40,,50,60,50,30
502421,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,79,HS,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,0,70,50,85,100,85,0
502452,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,70,<HS,4. Independent,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,50,100,60,50,70,60,50
502476,2. Female,3. Hispanic,1. Heterosexual or straight,30,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,100,85,100,15,85,70,60
502537,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,31,<HS,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,4. Neither favor nor oppose,1. Favor,2. A lot,50,50,50,60,50,50,50
502582,2. Female,,1. Heterosexual or straight,77,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,1. Favor,3. A moderate amount,85,100,70,0,70,60,70
502599,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,20,HS,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,1. Favor a great deal,,,,,,,,,
502612,2. Female,3. Hispanic,1. Heterosexual or straight,19,HS,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,50,70,70,70,70,50
502773,2. Female,3. Hispanic,1. Heterosexual or straight,27,some college,4. Independent,,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,,2. Favor moderately,3. Neither favor nor oppose,1. A great deal,60,40,50,50,85,60,50
502797,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,40,post-grad,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,,1. Favor a great deal,1. Favor,4. A little,50,30,50,50,60,60,40
502933,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,28,bachelors,6. Not very strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,4. Oppose strongly,1. Favor a great deal,2. Oppose,4. A little,60,50,40,50,60,60,30
503035,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,79,HS,5. Independent-Republican,5. Slightly conservative,"1. By law, abortion should never be permitted",3. A moderate amount,4. Oppose strongly,1. Favor a great deal,1. Favor,2. A lot,85,70,70,60,100,85,30
503073,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,43,bachelors,3. Independent-Democrat,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,50,85,70,15,70,70,15
503080,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,39,post-grad,6. Not very strong Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,3. Oppose not strongly,3. Favor a little,1. Favor,2. A lot,70,85,70,35,70,60,50
503127,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,61,HS,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",1. Not at all,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,2. A lot,40,70,40,85,85,60,30
503165,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,50,bachelors,5. Independent-Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,4. Oppose strongly,2. Favor moderately,1. Favor,3. A moderate amount,30,30,60,50,50,40,30
503233,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,64,some college,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,,1. Favor a great deal,3. Neither favor nor oppose,4. A little,0,2,100,90,100,85,0
503400,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,74,some college,7. Strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,30,40,60,50,50,50,15
503455,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,31,post-grad,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,85,50,85,0,15,15,85
503677,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,33,some college,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,1. Favor a great deal,1. Favor,2. A lot,85,85,70,15,70,30,85
503752,2. Female,"1. White, non-Hispanic",3. Bisexual,31,<HS,3. Independent-Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,50,50,60,50,60,50,
503769,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,70,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,70,85,60,15,70,70,30
503776,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,47,post-grad,5. Independent-Republican,4. Moderate; middle of the road,,3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,50,40,50,85,100,50,0
503820,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,58,some college,2. Not very strong Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,100,85,60,100,100,85,50
504113,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,22,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,3. Favor a little,1. Favor,3. A moderate amount,65,75,50,50,50,55,50
504137,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,54,<HS,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,4. Oppose strongly,1. Favor a great deal,2. Oppose,4. A little,30,70,50,50,50,85,50
504236,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,75,some college,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,70,85,85,15,70,40,60
504267,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,63,some college,7. Strong Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,40,60,50,85,85,50,15
504298,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,71,HS,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,4. Oppose strongly,1. Favor a great deal,3. Neither favor nor oppose,1. A great deal,0,75,50,100,100,75,0
504304,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,44,bachelors,6. Not very strong Republican,4. Moderate; middle of the road,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,,1. Favor a great deal,,,,,,,,,
504328,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,70,100,85,0,85,60,50
504335,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,48,post-grad,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
504366,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,72,some college,6. Not very strong Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,85,100,85,15,100,70,50
504441,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,31,some college,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,2. Favor not strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,3. A moderate amount,100,70,100,100,100,85,100
504458,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,61,some college,1. Strong Democrat,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,1. Favor strongly,2. Favor moderately,1. Favor,2. A lot,50,85,100,60,100,100,30
504601,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,61,some college,6. Not very strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,2. Favor not strongly,2. Favor moderately,1. Favor,2. A lot,30,60,50,60,85,70,0
504649,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,44,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,2. Favor not strongly,4. Neither favor nor oppose,,,,,,,,,
504731,2. Female,3. Hispanic,1. Heterosexual or straight,51,bachelors,6. Not very strong Republican,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,90,60,80,50,90,50,
504816,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,43,HS,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,0,40,50,100,60,50,
504823,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,75,HS,1. Strong Democrat,6. Conservative,"1. By law, abortion should never be permitted",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,4. A little,70,,70,85,70,100,40
504854,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,59,some college,3. Independent-Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,2. Favor moderately,1. Favor,2. A lot,70,85,60,0,85,70,50
504878,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,43,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,6. Oppose moderately,1. Favor,1. A great deal,100,100,85,15,60,50,40
504946,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,78,bachelors,6. Not very strong Republican,6. Conservative,"1. By law, abortion should never be permitted",4. A lot,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,50,100,50,0,85,85,
504960,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,62,some college,4. Independent,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,3. Oppose not strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,50,50,65,70,75,50,20
504977,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,55,post-grad,1. Strong Democrat,5. Slightly conservative,,5. A great deal,3. Oppose not strongly,6. Oppose moderately,1. Favor,1. A great deal,60,100,70,50,85,50,50
505017,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,26,bachelors,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,5. Oppose a little,1. Favor,2. A lot,100,85,85,15,30,40,60
505062,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,72,post-grad,7. Strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,2. Favor not strongly,1. Favor a great deal,2. Oppose,2. A lot,0,50,40,70,100,85,40
505185,1. Male,3. Hispanic,1. Heterosexual or straight,60,HS,1. Strong Democrat,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,4. Oppose strongly,1. Favor a great deal,,,,,,,,,
505192,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,,1. Favor a great deal,1. Favor,2. A lot,0,15,0,70,85,60,0
